country; flag; code; population
Belarus, Belarus.png, 375, 9500000
Russia, Russia.png, 7, 146800000
Ukrain, Ukraine.png, 380, 42200000
Poland, Poland.png, 48, 38600000
Lithuania, Lithuania.png, 370, 2800000
Latvia, Latvia.png, 371, 2100000
Estonia, Estonia.png, 372, 1300000
Romania, Romania.png, 40, 19600000
Croatia, Croatia.png, 385, 4100000
Denmark, Denmark.png, 45, 5700000
Hungaru, Hungary.png, 36, 9800000
Sweden, Sweden.png, 46, 10100000
